,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: Number of workers/kernels for parallel computing,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG,D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_FABOLAS,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: Number of workers/kernels for parallel computing,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
58,,,,,,1,,>10,36000,>360000,Latent Dirichlet Allocation (HPOlib),,,1.0:3,no,[continuous],,,Text Data,,,,Offline,Text,Text,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.043383769177555785,,2.9500963040737935,0.9833654346912645,2.9500963040737935,0.7375240760184484,,,0.11800385216295174,0.032418640704107625,0.09219050950230605,,,0.7375240760184484,,,,0.025653011339772117,0.7375240760184484,0.9833654346912645,
59,,,,,,1,,<2,60,1.0:120,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.05806502734479958,,0.987105464861593,0.6580703099077286,3.948421859446372,0.564060265635196,,,0.0564060265635196,0.04338925120270739,0.09401004427253265,,,0.07449852564993154,0.06074495168379034,0.17167051562810312,,0.03433410312562062,0.0589316695439757,0.0705075332043995,
60,,,,,,1,,2.0:50,60,120.0:3000,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,1.00000,,,,,,,,,,,,,,,0.0571998625652884,,1.2965302181465368,0.6482651090732684,3.889590654439611,0.5556558077770872,,,0.05556558077770873,0.04274275444439133,0.09260930129618121,,,0.07338850291395492,0.05983985622214786,0.1691126371495483,,0.03382252742990966,0.05805359185730762,0.0694569759721359,
61,,,,,,1,,>50,60,>3000,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.0571998625652884,,1.2965302181465368,0.6482651090732684,3.889590654439611,0.5556558077770872,,,0.05556558077770873,0.04274275444439133,0.09260930129618121,,,0.07338850291395492,0.05983985622214786,0.1691126371495483,,0.03382252742990966,0.05805359185730762,0.0694569759721359,
62,,,,,,1,,<10,60,1.0:600,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.0571998625652884,,1.2965302181465368,0.6482651090732684,3.889590654439611,0.5556558077770872,,,0.05556558077770873,0.04274275444439133,0.09260930129618121,,,0.07338850291395492,0.05983985622214786,0.1691126371495483,,0.03382252742990966,0.05805359185730762,0.0694569759721359,
63,,,,,,1,,10.0:100,60,600.0:6000,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,1.00000,,,,,,,,,,,,,,,0.05451399640668681,,1.8534758778273517,0.6178252926091171,3.7069517556547034,0.5295645365221004,,,0.052956453652210043,0.04073573357862312,0.08826075608701674,,,0.06994248595574912,0.05703002701007236,0.16117181546324796,,0.03223436309264959,0.05532763814410004,0.06619556706526256,
64,,,,,,1,,>100,60,>6000,Logistic Regression,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.05839867967010163,,0.7942220435133822,0.6618517029278184,3.9711102175669106,0.5673014596524157,,,0.05673014596524158,0.043638573819416604,0.09455024327540264,,,0.07492660787862096,0.06109400334718325,0.17265696598117003,,0.03453139319623401,0.05927030175473001,0.07091268245655197,
65,,,,,,2,,<2,720,1.0:2880,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.644307392621744,,1.9329221778652321,0.644307392621744,3.8658443557304643,0.24940931327293317,,,0.3092675484584371,0.3092675484584371,0.3361603787591708,,,0.14588091908416845,0.1189490570993989,0.3361603787591708,,0.06723207575183417,0.11539833897702878,0.13806586984751656,
66,,,,,,2,,2.0:20,720,2880.0:28800,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.24671150390779004,,2.9605380468934803,0.24671150390779004,2.9605380468934803,0.09550122731914452,,,0.11842152187573922,0.11842152187573922,0.12871904551710783,,,0.05585920843195246,0.04554673918297662,0.12871904551710783,,0.02574380910342157,0.0441871350282609,0.052866750837383576,
67,,,,,,2,,20.0:200,720,28800.0:288000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.24671150390779004,,2.9605380468934803,0.24671150390779004,2.9605380468934803,0.09550122731914452,,,0.11842152187573922,0.11842152187573922,0.12871904551710783,,,0.05585920843195246,0.04554673918297662,0.12871904551710783,,0.02574380910342157,0.0441871350282609,0.052866750837383576,
68,,,,,,2,,<10,720,1.0:14400,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.32700390971690646,,1.3080156388676258,0.32700390971690646,3.9240469166028777,0.12658215860009284,,,0.15696187666411512,0.15696187666411512,0.17061073550447295,,,0.07403862106797883,0.0603699525631212,0.17061073550447295,,0.03412214710089459,0.058567864426908624,0.07007226636790853,
69,,,,,,2,,10.0:100,720,14400.0:144000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.3112071175391513,,1.867242705234908,0.3112071175391513,3.734485410469816,0.12046727130547794,,,0.14937941641879265,0.14937941641879265,0.16236893088999202,,,0.07046198887678898,0.057453621699535634,0.16236893088999202,,0.032473786177998405,0.0557385882159674,0.06668723947267528,
70,,,,,,2,,100.0:500,720,14400.0:720000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.24671150390779004,,2.9605380468934803,0.24671150390779004,2.9605380468934803,0.09550122731914452,,,0.11842152187573922,0.11842152187573922,0.12871904551710783,,,0.05585920843195246,0.04554673918297662,0.12871904551710783,,0.02574380910342157,0.0441871350282609,0.052866750837383576,
71,,,,,,2,,<2,720,1.0:2880,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.644307392621744,,1.9329221778652321,0.644307392621744,3.8658443557304643,0.24940931327293317,,,0.3092675484584371,0.3092675484584371,0.3361603787591708,,,0.14588091908416845,0.1189490570993989,0.3361603787591708,,0.06723207575183417,0.11539833897702878,0.13806586984751656,
72,,,,,,2,,2.0:50,720,2880.0:72000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.32700390971690646,,1.3080156388676258,0.32700390971690646,3.9240469166028777,0.12658215860009284,,,0.15696187666411512,0.15696187666411512,0.17061073550447295,,,0.07403862106797883,0.0603699525631212,0.17061073550447295,,0.03412214710089459,0.058567864426908624,0.07007226636790853,
73,,,,,,2,,50.0:200,720,72000.0:288000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.3112071175391513,,1.867242705234908,0.3112071175391513,3.734485410469816,0.12046727130547794,,,0.14937941641879265,0.14937941641879265,0.16236893088999202,,,0.07046198887678898,0.057453621699535634,0.16236893088999202,,0.032473786177998405,0.0557385882159674,0.06668723947267528,
74,,,,,,2,,<5,720,1.0:7200,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.6845274288509703,,4.1071645731058215,0.6845274288509703,1.0267911432764554,0.2649783595552143,,,0.32857316584846574,0.32857316584846574,0.3571447454874628,,,0.15498734238135176,0.12637429455710222,0.3571447454874628,,0.07142894909749255,0.12260192755539766,0.14668444903949363,
75,,,,,,2,,5.0:50,720,7200.0:72000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.24671150390779004,,2.9605380468934803,0.24671150390779004,2.9605380468934803,0.09550122731914452,,,0.11842152187573922,0.11842152187573922,0.12871904551710783,,,0.05585920843195246,0.04554673918297662,0.12871904551710783,,0.02574380910342157,0.0441871350282609,0.052866750837383576,
76,,,,,,2,,50.0:500,720,72000.0:720000,Multilayer Perceptron,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.24671150390779004,,2.9605380468934803,0.24671150390779004,2.9605380468934803,0.09550122731914452,,,0.11842152187573922,0.11842152187573922,0.12871904551710783,,,0.05585920843195246,0.04554673918297662,0.12871904551710783,,0.02574380910342157,0.0441871350282609,0.052866750837383576,
77,,,,,,,,<5,,,Deep Neural Net,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,3.556584408791251,,,1.4226337635165005,,,0.2845267527033001,0.2845267527033001,0.3092682094601088,,,0.134210732407217,0.1094333664243462,0.3092682094601088,,0.06185364189202176,0.1061666987698881,0.12702087174254467,
78,,,,,,,,2.0:50,,,Deep Neural Net,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,3.4190184196256386,,,2.0514110517753834,,,0.41028221035507667,0.41028221035507667,0.44595892429899636,,,0.19352934450711162,0.15780085013656794,0.44595892429899636,,0.08919178485979927,0.15309037699816294,0.1831617010513735,
79,,,,,,,,50.0:200,,,Deep Neural Net,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,3.556584408791251,,,1.4226337635165005,,,0.2845267527033001,0.2845267527033001,0.3092682094601088,,,0.134210732407217,0.1094333664243462,0.3092682094601088,,0.06185364189202176,0.1061666987698881,0.12702087174254467,
80,,,,,,,,<10,,,Deep Neural Net,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,3.4190184196256386,,,2.0514110517753834,,,0.41028221035507667,0.41028221035507667,0.44595892429899636,,,0.19352934450711162,0.15780085013656794,0.44595892429899636,,0.08919178485979927,0.15309037699816294,0.1831617010513735,
81,,,,,,,,10.0:200,,,Deep Neural Net,,,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,3.578536792199789,,,0.7157073584399579,,,0.14314147168799157,0.14314147168799157,0.15558855618259954,,,0.06751956211697716,0.05505441218768907,0.15558855618259954,,0.031117711236519907,0.053410996898504315,0.06390244271785338,
82,,,,,,1,,,,1.0:10,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
83,,,,,,1,,,,10.0:40,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,1.00000,,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
84,,,,,,1,,,,40.0:100,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,0.50000,,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
85,,,,,,1,,,,100.0:400,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
86,,,,,,1,,,,400.0:50000,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,0.25000,,,,0.25000,,0.25000,0.25000,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
87,,,,,,1,,,,50000.0:500000,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.20000,0.20000,,,,0.20000,,0.20000,0.20000,,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
88,,,,,,1,,,,>500000,Support Vector Machine,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.0501282358508726,,,,3.4087200378593367,0.17043600189296684,,,0.13634880151437348,0.03745846195449821,0.10652250118310427,,,0.06431547241244032,,,,0.029641043807472494,0.05087641847551249,0.060870000676059584,
89,,,,,,1,,,,1.0:4000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,0.09747856781955219,,,,3.3142713058647746,0.21382395521708222,,,0.0946934658818507,0.07284112760142362,0.15782244313641783,,,0.15782244313641783,,,,0.0576395009715613,0.25494394660498265,,
90,,,,,,1,,,,4000.0:100000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,0.09747856781955219,,,,3.3142713058647746,0.21382395521708222,,,0.0946934658818507,0.07284112760142362,0.15782244313641783,,,0.15782244313641783,,,,0.0576395009715613,0.25494394660498265,,
91,,,,,,1,,,,1.0:10000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,0.04776961029444013,,,,3.248333500021929,0.10478495161361061,,,0.04640476428602755,0.035695972527713504,0.07734127381004592,,,0.07734127381004592,,,,0.02824637826106025,0.12493590384699726,,
92,,,,,,1,,,,10000.0:100000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,0.04776961029444013,,,,3.248333500021929,0.10478495161361061,,,0.04640476428602755,0.035695972527713504,0.07734127381004592,,,0.07734127381004592,,,,0.02824637826106025,0.12493590384699726,,
93,,,,,,1,,,,1.0:100,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,0.3543295185917319,,,,4.015734544039628,0.7772389440076699,,,0.34420581806053957,0.26477370620041507,0.5736763634342326,,,0.5736763634342326,0.3706831886805811,0.5876684698594578,,0.2095165849064154,0.3596180188692204,0.4302572725756744,
94,,,,,,1,,,,100.0:2000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,0.054183844142465944,,,,3.684501401687684,0.11885488392540916,,,0.05263573430982406,0.040489026392172354,0.08772622384970676,,,0.08772622384970676,0.0566846369490413,0.08986588784604108,,0.03203914262337117,0.05499255823414454,0.06579466788728007,
95,,,,,,1,,,,2000.0:20000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,,,,,,0.50000,,,,,,,0.054183844142465944,,,,3.684501401687684,0.11885488392540916,,,0.05263573430982406,0.040489026392172354,0.08772622384970676,,,0.08772622384970676,0.0566846369490413,0.08986588784604108,,0.03203914262337117,0.05499255823414454,0.06579466788728007,
96,,,,,,1,,,,20000.0:40000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,0.054183844142465944,,,,3.684501401687684,0.11885488392540916,,,0.05263573430982406,0.040489026392172354,0.08772622384970676,,,0.08772622384970676,0.0566846369490413,0.08986588784604108,,0.03203914262337117,0.05499255823414454,0.06579466788728007,
97,,,,,,1,,,,1.0:4000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,,0.50000,,,,,,,0.1105367720754666,,,,3.7582502505658644,0.2424677581010235,,,0.10737857858759613,0.08259890660584318,0.17896429764599353,,,0.14182076417229678,0.11563846924818046,0.39560528953324886,,0.0653608739228846,0.11218657464375714,0.13422322323449515,
98,,,,,,1,,,,4000.0:100000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,0.1105367720754666,,,,3.7582502505658644,0.2424677581010235,,,0.10737857858759613,0.08259890660584318,0.17896429764599353,,,0.14182076417229678,0.11563846924818046,0.39560528953324886,,0.0653608739228846,0.11218657464375714,0.13422322323449515,
99,,,,,,1,,,,1.0:1000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,0.16822741775417377,,,,3.8131548024279387,0.36901498088012313,,,0.1634209201040545,0.12570840008004194,0.2723682001734242,,,0.21583895108082674,0.17599176011205872,0.2790113270069224,,0.09947360354159841,0.17073827473557934,0.20427615013006814,
100,,,,,,1,,,,1000.0:10000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,0.11023407798394706,,,,3.7479586514542005,0.2418037839647871,,,0.10708453289869144,0.08237271761437803,0.17847422149781905,,,0.14143240194166792,0.11532180466012924,0.1828272512904488,,0.06518188959050783,0.11187936272997613,0.1338556661233643,
101,,,,,,1,,,,1.0:1000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33000,,,0.33000,0.33000,,,,,,0.1490895001380433,,,,3.379362003128982,0.32703503256086924,,,0.14482980013409924,0.11140753856469172,0.2413830002234987,,,0.2413830002234987,,,,0.088157269646843,0.389926384976421,,
102,,,,,,1,,,,1000.0:100000,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,0.04776961029444013,,,,3.248333500021929,0.10478495161361061,,,0.04640476428602755,0.035695972527713504,0.07734127381004592,,,0.07734127381004592,,,,0.02824637826106025,0.12493590384699726,,
103,,,,,,,,<100,,,Support Vector Machine,,,1.0:3,no,[continuous],,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,2.6714801617140127,,,0.8014440485142039,,,0.6411552388113632,0.17614154912400087,0.5009025303213774,,,,,,2.6714801617140127,0.13938157365464415,0.23923702940722502,,
104,,,,,,,,<40,,,Support Vector Machine,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.119069664020811,,,0.15595348320104055,,,0.12476278656083245,0.03427549081341551,0.09747092700065034,,,,,,0.22279069028720078,0.027122344904528792,0.04655327856747479,,
105,,,,,,,,40.0:100,,,Support Vector Machine,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.119069664020811,,,0.15595348320104055,,,0.12476278656083245,0.03427549081341551,0.09747092700065034,,,,,,0.22279069028720078,0.027122344904528792,0.04655327856747479,,
106,,,,,,,,<50,,,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,2.9236206328871375,,,0.3772413719854371,,,0.16706403616497928,0.12851079704998408,0.2784400602749655,,,,,,1.9490804219247582,0.10169115244824826,0.17454451539624702,,
107,,,,,,,,50.0:100,,,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.1085781647636566,,,0.100276714992376,,,0.044408259496623664,0.034160199612787434,0.0740137658277061,,,,,,0.5180963607939427,0.02703111447620571,0.046396689026323226,,
108,,,,,,,,<100,,,Multilayer Perceptron,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.300542979852045,,,0.6388147702939443,,,0.2829036839873182,0.21761821845178322,0.4715061399788636,,,,,,1.4145184199365908,0.17220224242706322,0.2955710131210787,,
109,,,,,,,,<30,,,XGBoost,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.203245894283793,,,0.711832420951954,,,0.09152131126525123,0.07040100866557789,0.1525355187754187,,,,,,1.067748631427931,0.055708624248413795,0.355916210475977,,
110,,,,,,,,30.0:100,,,XGBoost,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.203245894283793,,,0.711832420951954,,,0.09152131126525123,0.07040100866557789,0.1525355187754187,,,,,,1.067748631427931,0.055708624248413795,0.355916210475977,,
111,,,,,,,,<30,,,XGBoost,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.224763582980537,,,0.7166141295512305,,,0.09213610237087248,0.07087392490067115,0.1535601706181208,,,,,,0.46068051185436243,0.05608284492140065,0.35830706477561525,,
112,,,,,,,,30.0:100,,,XGBoost,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.224763582980537,,,0.7166141295512305,,,0.09213610237087248,0.07087392490067115,0.1535601706181208,,,,,,0.46068051185436243,0.05608284492140065,0.35830706477561525,,
113,,,,,,17,,<200,1800,1.0:360000,Convolutional Neural Net,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,1.00000,,,,,,,,,,,,,,,,1.7684661536630701,,0.44211653841576753,1.7684661536630701,3.5369323073261403,0.19649623929589669,,,0.14147729229304562,0.038867387992594954,0.08421267398395572,,,0.06673457183634227,0.05441434318963293,0.1861543319645337,,0.03075593310718383,0.05279003443770359,0.0631595054879668,
114,,,,,,17,,200.0:1000,1800,360000.0:1800000,Convolutional Neural Net,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,1.00000,,,,,,,,,,,,,,,,,,,,1.4138752841880757,,2.8277505683761515,1.4138752841880757,2.8277505683761515,0.15709725379867506,,,0.11311002273504606,0.0310741820700676,0.06732739448514646,,,0.053353784308983986,0.04350385489809464,0.14882897728295533,,0.024589135377183925,0.042205232363823154,0.05049554586385984,
115,,,,,,,,<200,,,Synthetic Function,,,1.0:3,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5967050217498449,,,2.3868200869993794,,,0.19094560695995033,0.05245758432965669,0.1491762554374612,,,,,,,0.04150991455651094,,2.3868200869993794,
