,A_rule_id,A_rule_weight,A_UR: quality demands,A_User's programming ability,A_Access to parallel computing,A_Production use case,A_Time Resources,A_Number of maximum function evaluations/ trials budget,A_Wall Clock Time [s],A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Obtainability of gradients,A_Input Data,A_Dataset (name),A_#Instances training dataset,A_Ratio training to test dataset,A_Dataset balance,A_Ratio positive to negative targets,A_Noise in dataset,A_Training Technique,A_ML Task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_rule_id,del_rule_weight,del_UR: quality demands,del_User's programming ability,del_Access to parallel computing,del_Production use case,del_Time Resources,del_Number of maximum function evaluations/ trials budget,del_Wall Clock Time [s],del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Obtainability of gradients,del_Input Data,del_Dataset (name),del_#Instances training dataset,del_Ratio training to test dataset,del_Dataset balance,del_Ratio positive to negative targets,del_Noise in dataset,del_Training Technique,del_ML Task,del_Detailed ML task,Antecedent_Importance
50,50,,,,,Process Parameter Prediction,,,200:2000,,1,200:2000,XGBoost,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,"0,33333",,,,,"0,33333","0,33333",,,,,,,,,,,,,,,,0.45914104036864384,,,3.213987282580507,,0.05843613241055467,3.213987282580507,0.40174841032256337,,,0.45914104036864384,0.04796995944150011,0.03531854156681876,0.0765235067281073,,0.0765235067281073,0.45914104036864384,0.45914104036864384,0.09182820807372877,,,,0.029759141505375064,0.21426581883870047,0.45914104036864384,
51,51,,,,,Process Parameter Prediction,,,>2000,,1,>2000,XGBoost,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,0.45914104036864384,,,3.213987282580507,,0.05843613241055467,3.213987282580507,0.40174841032256337,,,0.45914104036864384,0.04796995944150011,0.03531854156681876,0.0765235067281073,,0.0765235067281073,0.45914104036864384,0.45914104036864384,0.09182820807372877,,,,0.029759141505375064,0.21426581883870047,0.45914104036864384,
52,52,,,,,Process Parameter Prediction,,,<2000,,1,<2000,Random Forest,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, nominal]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,,,,,,"1,00000",,,,,,,,,,,,,,,,,0.4608720839620437,,,3.226104587734306,,0.05865644704971465,3.226104587734306,0.23043604198102186,,,0.4608720839620437,0.04815081474230307,0.03545169876631106,0.35845606530381174,,0.07681201399367395,0.4608720839620437,0.4608720839620437,0.09217441679240874,,,,0.029871338775317648,0.21507363918228706,0.4608720839620437,
53,53,,,,,Process Parameter Prediction,,,2000:5000,,1,2000:5000,Random Forest,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, nominal]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,,0.4608720839620437,,,3.226104587734306,,0.05865644704971465,3.226104587734306,0.23043604198102186,,,0.4608720839620437,0.04815081474230307,0.03545169876631106,0.35845606530381174,,0.07681201399367395,0.4608720839620437,0.4608720839620437,0.09217441679240874,,,,0.029871338775317648,0.21507363918228706,0.4608720839620437,
54,54,,,,,Process Parameter Prediction,,,5000:10000,,1,5000:10000,Random Forest,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, nominal]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,,,,,,"1,00000",,,,,,,,,,,,,,,,,0.4608720839620437,,,3.226104587734306,,0.05865644704971465,3.226104587734306,0.23043604198102186,,,0.4608720839620437,0.04815081474230307,0.03545169876631106,0.35845606530381174,,0.07681201399367395,0.4608720839620437,0.4608720839620437,0.09217441679240874,,,,0.029871338775317648,0.21507363918228706,0.4608720839620437,
55,55,,,,,Process Parameter Prediction,,,>10000,,1,>10000,Random Forest,,,no categorical features,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, nominal]",,Tabular Data,Blisk Milling (Florian Schlaich),>100000,1:4,,,,Offline,Regression,Time Series Prediction,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,0.4608720839620437,,,3.226104587734306,,0.05865644704971465,3.226104587734306,0.23043604198102186,,,0.4608720839620437,0.04815081474230307,0.03545169876631106,0.35845606530381174,,0.07681201399367395,0.4608720839620437,0.4608720839620437,0.09217441679240874,,,,0.029871338775317648,0.21507363918228706,0.4608720839620437,
56,56,,,,,,,<2,,36000,1,<72000,Latent Dirichlet Allocation (HPOlib),,,yes,"[1, 2, 3]",no,[continuous],,Text Data,wikipedia articles,,,,,,Offline,Text,Text,,,,,,,,,"1,00000",,,,,,,,,,,,,,,,,1.0049166875239661,,1.3398889166986214,0.07308485000174299,4.0196667500958645,1.0049166875239661,,,0.15460256731137942,0.1827121250043575,0.04417216208896555,0.12561458594049577,,1.0049166875239661,1.0049166875239661,,,,,,0.03721913657496171,1.0049166875239661,1.3398889166986214,
57,57,,,,,,,2:10,,36000,1,72000:360000,Latent Dirichlet Allocation (HPOlib),,,yes,"[1, 2, 3]",no,[continuous],,Text Data,wikipedia articles,,,,,,Offline,Text,Text,,,,,,,"0,50000",,"0,50000",,,,,,,,,,,,,,,,,3.123667305169922,,1.0412224350566406,0.05679395100308949,3.123667305169922,0.7809168262924805,,,0.12014105019884316,0.14198487750772373,0.03432601434252662,0.09761460328656006,,0.7809168262924805,0.7809168262924805,,,,,,0.028922845418240018,0.7809168262924805,1.0412224350566406,
58,58,,,,,,,>10,,36000,1,>360000,Latent Dirichlet Allocation (HPOlib),,,yes,"[1, 2, 3]",no,[continuous],,Text Data,wikipedia articles,,,,,,Offline,Text,Text,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,,,3.123667305169922,,1.0412224350566406,0.05679395100308949,3.123667305169922,0.7809168262924805,,,0.12014105019884316,0.14198487750772373,0.03432601434252662,0.09761460328656006,,0.7809168262924805,0.7809168262924805,,,,,,0.028922845418240018,0.7809168262924805,1.0412224350566406,
59,59,,,,,,,<2,,60,1,<120,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,,,,1.051676718338401,,0.7011178122256008,0.07648557951552008,4.206706873353604,0.6009581247648006,,,0.16179641820590787,0.06278666975154633,0.04622754805883082,0.1001596874608001,,0.08413413746707209,0.38242789757760043,0.06471856728236315,0.18290029884146106,,,,0.03895098956808893,0.06677312497386674,0.07790197913617786,
60,60,,,,,,,2:50,,60,1,120:3000,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,"1,00000",,,,,,,,,,,,,,,,,1.380569660678244,,0.690284830339122,0.07530379967335878,4.141708982034733,0.5916727117192475,,,0.1592964993090282,0.06181655197066765,0.0455132855168652,0.09861211861987458,,0.08283417964069466,0.37651899836679387,0.06371859972361127,0.1800743035667275,,,,0.03834915724106234,0.06574141241324973,0.07669831448212468,
61,61,,,,,,,>50,,60,1,>3000,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,,,1.380569660678244,,0.690284830339122,0.07530379967335878,4.141708982034733,0.5916727117192475,,,0.1592964993090282,0.06181655197066765,0.0455132855168652,0.09861211861987458,,0.08283417964069466,0.37651899836679387,0.06371859972361127,0.1800743035667275,,,,0.03834915724106234,0.06574141241324973,0.07669831448212468,
62,62,,,,,,,<10,,60,1,<600,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,,,,1.380569660678244,,0.690284830339122,0.07530379967335878,4.141708982034733,0.5916727117192475,,,0.1592964993090282,0.06181655197066765,0.0455132855168652,0.09861211861987458,,0.08283417964069466,0.37651899836679387,0.06371859972361127,0.1800743035667275,,,,0.03834915724106234,0.06574141241324973,0.07669831448212468,
63,63,,,,,,,10:100,,60,1,600:6000,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,"1,00000",,,,,,,,,,,,,,,,,1.9716113136057898,,0.65720377120193,0.07169495685839236,3.9432226272115796,0.5633175181730827,,,0.15166240873890693,0.0588540690628594,0.04333211678254484,0.09388625302884714,,0.07886445254423159,0.3584747842919618,0.06066496349556277,0.17144446205267738,,,,0.03651132062232944,0.06259083535256475,0.07302264124465888,
64,64,,,,,,,>100,,60,1,>6000,Logistic Regression,,,yes,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Image Data,MNIST (OpenML),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,,,0.8464641515722761,,0.7053867929768967,0.07695128650657054,4.2323207578613795,0.6046172511230542,,,0.16278156761005308,0.06316896653524448,0.04650901931715802,0.10076954185384238,,0.0846464151572276,0.38475643253285274,0.06511262704402124,0.18401394599397303,,,,0.03918815516538315,0.06717969456922825,0.0783763103307663,
65,65,,,,yes,,,<2,,720,2,<2880,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.28121102905449685,,,2.109082717908726,,0.703027572636242,0.703027572636242,4.218165435817452,0.2721397055366098,,,0.3244742642936502,0.3374532348653962,0.351513786318121,0.3667969944189089,,0.1687266174326981,0.9373700968483227,0.1297897057174601,0.3667969944189089,,,,0.07811417473736022,0.13391001383547468,0.15622834947472045,
66,66,,,,yes,,,2:20,,720,2,2880:28800,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,0.10759667666779403,,,3.2279003000338213,,0.26899169166948506,0.26899169166948506,3.2279003000338213,0.10412581613012326,,,0.12415001153976236,0.12911601200135284,0.13449584583474253,0.1403434913058183,,0.06455800600067642,0.35865558889264676,0.049660004615904946,0.1403434913058183,,,,0.029887965741053898,0.05123651269894954,0.059775931482107796,
67,67,,,,yes,,,20:200,,720,2,28800:288000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,0.10759667666779403,,,3.2279003000338213,,0.26899169166948506,0.26899169166948506,3.2279003000338213,0.10412581613012326,,,0.12415001153976236,0.12911601200135284,0.13449584583474253,0.1403434913058183,,0.06455800600067642,0.35865558889264676,0.049660004615904946,0.1403434913058183,,,,0.029887965741053898,0.05123651269894954,0.059775931482107796,
68,68,,,,yes,,,<10,,720,2,<14400,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.1430715937854225,,,1.4307159378542251,,0.3576789844635563,0.3576789844635563,4.292147813562676,0.13845638108266695,,,0.16508260821394907,0.171685912542507,0.17883949223177814,0.18661512232881197,,0.0858429562712535,0.476905312618075,0.06603304328557963,0.18661512232881197,,,,0.03974210938483959,0.06812933037401071,0.07948421876967918,
69,69,,,,yes,,,10:100,,720,2,14400:144000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,0.13597940668345607,,,2.039691100251841,,0.3399485167086402,0.3399485167086402,4.079382200503682,0.13159297420979618,,,0.15689931540398777,0.16317528802014727,0.1699742583543201,0.1773644435001601,,0.08158764401007364,0.45326468894485356,0.06275972616159511,0.1773644435001601,,,,0.03777205741207113,0.06475209842069336,0.07554411482414226,
70,70,,,,yes,,,100:500,,720,2,14400:720000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.10759667666779403,,,3.2279003000338213,,0.26899169166948506,0.26899169166948506,3.2279003000338213,0.10412581613012326,,,0.12415001153976236,0.12911601200135284,0.13449584583474253,0.1403434913058183,,0.06455800600067642,0.35865558889264676,0.049660004615904946,0.1403434913058183,,,,0.029887965741053898,0.05123651269894954,0.059775931482107796,
71,71,,,,yes,,,<2,,720,2,<2880,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.2806160816801667,,,2.1046206126012503,,0.7015402042004167,0.7015402042004167,4.209241225202501,0.27156395001306455,,,0.32378778655403856,0.33673929801620006,0.35077010210020837,0.3660209761045653,,0.16836964900810003,1.0523103063006252,0.1295151146216154,0.3660209761045653,,,,0.07794891157782409,0.13362670556198414,0.15589782315564818,
72,72,,,,yes,,,2:50,,720,2,2880:72000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,0.1430668847770356,,,1.430668847770356,,0.357667211942589,0.357667211942589,4.292006543311068,0.1384518239777764,,,0.1650771747427334,0.17168026173244272,0.1788336059712945,0.18660898014395946,,0.08584013086622136,0.5365008179138835,0.06603086989709336,0.18660898014395946,,,,0.03974080132695433,0.06812708798906457,0.07948160265390866,
73,73,,,,yes,,,50:200,,720,2,72000:288000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,0.13599349090952814,,,2.039902363642922,,0.33998372727382037,0.33998372727382037,4.079804727285844,0.13160660410599498,,,0.15691556643407095,0.1631921890914338,0.16999186363691018,0.17738281422981933,,0.0815960945457169,0.5099755909107305,0.06276622657362838,0.17738281422981933,,,,0.03777596969709115,0.0647588051950134,0.0755519393941823,
74,74,,,,yes,,,<5,,720,2,<7200,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.13599349090952814,,,2.039902363642922,,0.33998372727382037,0.33998372727382037,4.079804727285844,0.13160660410599498,,,0.15691556643407095,0.1631921890914338,0.16999186363691018,0.17738281422981933,,0.0815960945457169,0.5099755909107305,0.06276622657362838,0.17738281422981933,,,,0.03777596969709115,0.0647588051950134,0.0755519393941823,
75,75,,,,yes,,,5:50,,720,2,7200:72000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,0.10763060812433978,,,3.2289182437301935,,0.26907652031084944,0.26907652031084944,3.2289182437301935,0.10415865302355462,,,0.12418916322039206,0.12915672974920775,0.13453826015542472,0.1403877497273997,,0.06457836487460387,0.4036147804662742,0.049675665288156826,0.1403877497273997,,,,0.029897391145649935,0.05125267053539989,0.05979478229129987,
76,76,,,,yes,,,50:500,,720,2,72000:720000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"1,00000",,,,,,,,,,,,,,,,0.10763060812433978,,,3.2289182437301935,,0.26907652031084944,0.26907652031084944,3.2289182437301935,0.10415865302355462,,,0.12418916322039206,0.12915672974920775,0.13453826015542472,0.1403877497273997,,0.06457836487460387,0.4036147804662742,0.049675665288156826,0.1403877497273997,,,,0.029897391145649935,0.05125267053539989,0.05979478229129987,
77,77,,,,,,,<5,,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,,,3.8465902473719114,,,,,1.5386360989487646,,,0.29589155749014706,0.3077272197897529,0.3205491872809926,0.33448610846712273,,0.15386360989487646,0.8547978327493135,0.11835662299605881,0.33448610846712273,,,,0.07123315272910946,0.1221139761070448,0.14246630545821892,
78,78,,,,,,,2:50,,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,,,,3.6783147896449817,,,,,2.2069888737869894,,,0.4244209372667287,0.44139777475739783,0.4597893487056227,0.4797801899536933,,0.22069888737869892,1.2261049298816606,0.1697683749066915,0.4797801899536933,,,,0.10217541082347172,0.1751578471259515,0.20435082164694343,
79,79,,,,,,,50:200,,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,convex (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,,,,3.8465902473719114,,,,,1.5386360989487646,,,0.29589155749014706,0.3077272197897529,0.3205491872809926,0.33448610846712273,,0.15386360989487646,0.8547978327493135,0.11835662299605881,0.33448610846712273,,,,0.07123315272910946,0.1221139761070448,0.14246630545821892,
80,80,,,,,,,<10,,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,33333","0,33333","0,33333",,,,,,,,,,,,,,,,,3.6565262972949784,,,,,2.1939157783769874,,,0.42190688045711294,0.43878315567539744,0.4570657871618723,0.47693821269064934,,0.21939157783769872,1.371197361485617,0.16876275218284517,0.47693821269064934,,,,0.1015701749248605,0.17412029987118943,0.203140349849721,
81,81,,,,,,,10:200,,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,Image Data,mrbi (mnist-rot-back-image) (Larochelle2007),1000:100000,<1,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,"0,50000","0,50000",,,,,,,,,,,,,,,,,,3.874767846515303,,,,,0.7749535693030607,,,0.14902953255828089,0.15499071386061214,0.16144866027147095,0.1684681672397958,,0.07749535693030607,0.4843459808144129,0.05961181302331236,0.1684681672397958,,,,0.03587748006032688,0.061504251531988935,0.07175496012065376,
82,82,,,,,,,,<10,,1,<10,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,"0,33333",,"0,33333","0,33333",,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
83,83,,,,,,,,"0,444444444",,1,"0,444444444",Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,"1,00000",,,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
84,84,,,,,,,,40:100,,1,40:100,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,"0,50000",,"0,50000",,,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
85,85,,,,,,,,100:400,,1,100:400,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,"0,33333",,"0,33333","0,33333",,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
86,86,,,,,,,,400:50000,,1,400:50000,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,"0,25000",,,,"0,25000",,"0,25000","0,25000",,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
87,87,,,,,,,,50000:500000,,1,50000:500000,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,"0,20000","0,20000",,,,"0,20000",,"0,20000","0,20000",,,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
88,88,,,,,,,,>500000,,1,>500000,Support Vector Machine,,,,"[1, 2, 3]",no,[continuous],,Image Data,mnist surrogate (Klein2017),,,,,,Offline,Multiclass Classification,Image Recognition,,"0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882","0,05882",,,,,,,,,2.771359726697958,,0.0503883586672356,2.771359726697958,0.13856798633489792,,,,0.125970896668089,0.030454502491186357,0.08660499145931119,,0.05542719453395916,0.39590853238542256,,,,,,0.025660738210166276,0.04398983693171362,0.05132147642033255,
89,89,,,,,,,,<4000,,1,<4000,Multilayer Perceptron,,,,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Adult (OpenML),,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,"0,33333",,,"0,33333","0,33333",,,,,,,,,2.3460427857129726,,0.08531064675319901,2.3460427857129726,0.1513575990782563,,,,0.07003112793173052,0.05156137990577962,0.11171632312918917,,0.11171632312918917,2.3460427857129726,,,,,,0.04344523677246245,0.19550356547608105,,
90,90,,,,,,,,4000:100000,,1,4000:100000,Multilayer Perceptron,,,,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Adult (OpenML),,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,"1,00000",,,,,,,,,,2.3460427857129726,,0.08531064675319901,2.3460427857129726,0.1513575990782563,,,,0.07003112793173052,0.05156137990577962,0.11171632312918917,,0.11171632312918917,2.3460427857129726,,,,,,0.04344523677246245,0.19550356547608105,,
91,91,,,,,,,,<10000,,1,<10000,Multilayer Perceptron,,,,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Higgs (OpenML),,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,"0,33333",,,"0,33333","0,33333",,,,,,,,,2.618580980645237,,0.047610563284458854,2.618580980645237,0.08447035421436248,,,,0.039083298218585624,0.028775615171925683,0.06234716620583897,,0.06234716620583897,1.3092904903226186,,,,,,0.0242461201911596,0.1091075408602182,,
92,92,,,,,,,,10000:100000,,1,10000:100000,Multilayer Perceptron,,,,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Higgs (OpenML),,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,"1,00000",,,,,,,,,,2.618580980645237,,0.047610563284458854,2.618580980645237,0.08447035421436248,,,,0.039083298218585624,0.028775615171925683,0.06234716620583897,,0.06234716620583897,1.3092904903226186,,,,,,0.0242461201911596,0.1091075408602182,,
93,93,,,,,,,,<100,,1,<100,Multilayer Perceptron,,,,"[4, 5, 6, 7, 8, 9, 10]",no,"[continuous, discrete]",,Tabular Data,Letter (OpenML),1000:100000,1:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,"0,33333",,,"0,33333","0,33333",,,,,,,,,3.334220107050027,,0.18186655129363782,1.6671100535250134,0.32266646197258325,,,,0.14929343762910569,0.10991934418846244,0.23815857907500193,,0.23815857907500193,2.5006650802875203,0.15388708186384742,0.2857902948900023,,,,0.09261722519583408,0.1587723860500013,0.18523445039166817,
