;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;;;;;;;;;;;;;1000:10000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Optdigits (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;80;;;;;;;;;;;;;;;;;;1,00000;;;;;;
81;;;;;;;;;;;;;;;;<1000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Poker (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;81;;;;;;;;;;;;;;;0,33000;;;0,33000;0,33000;;;;;
82;;;;;;;;;;;;;;;;1000:100000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Poker (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;82;;;;;;;;;;;;;;;;;;1,00000;;;;;;
83;;;;;;;;;;;;;;<100;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;0;0,01031;;;;16 OpenML classification datasets;0,01136;;;no;0,10000;yes;0,03226;;;Classification;0,01136;83;;;;;;;;;;1,00000;;;;;;;;;;;;;Klein2019;
84;;;;;;;;;;;;;;<40;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;0;0,01031;;;;16 OpenML classification datasets;0,01136;;;yes;0,10000;yes;0,03226;;;Classification;0,01136;84;;;;;;;;;;1,00000;;;;;;;;;;;;;;
85;;;;;;;;;;;;;;40:100;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;0;0,01031;;;;16 OpenML classification datasets;0,01136;;;yes;0,10000;yes;0,03226;;;Classification;0,01136;85;;;;;;;;;;;;1,00000;;;;;;;;;;;;
86;;;;;;;;;;;;;;<50;0,01695;;;;;;2-Layer FC Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;16 OpenML classification datasets;0,01136;;;no;0,10000;yes;0,03226;;;Classification;0,01136;86;;;;;;;;;;;;1,00000;;;;;;;;;;;;
87;;;;;;;;;;;;;;50:100;0,01695;;;;;;2-Layer FC Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;16 OpenML classification datasets;0,01136;;;no;0,10000;yes;0,03226;;;Classification;0,01136;87;;;;;;;;;;1,00000;;;;;;;;;;;;;;
88;;;;;;;;;;;;;;<100;0,01695;;;;;;2-Layer FC Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;16 OpenML classification datasets;0,01136;;;yes;0,10000;yes;0,03226;;;Classification;0,01136;88;;;;;;;;;;;;1,00000;;;;;;;;;;;;
89;;;;;;;;;;;;;;<30;0,01695;;;;;;XGBoost;0,01136;;;;;;;8;0,01020;no;0,01099;>=1;0,01031;;;;10 UCI Regression datasets;0,01136;;;no;0,10000;yes;0,03226;;;Regression;0,01136;89;;;;;;;;;;;;1,00000;;;;;;;;;;;;
90;;;;;;;;;;;;;;30:100;0,01695;;;;;;XGBoost;0,01136;;;;;;;8;0,01020;no;0,01099;>=1;0,01031;;;;10 UCI Regression datasets;0,01136;;;no;0,10000;yes;0,03226;;;Regression;0,01136;90;;;;;;;;;;1,00000;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;<30;0,01695;;;;;;XGBoost;0,01136;;;;;;;8;0,01020;no;0,01099;>=1;0,01031;;;;10 UCI Regression datasets;0,01136;;;yes;0,10000;yes;0,03226;;;Regression;0,01136;91;;;;;;;;;;;;1,00000;;;;;;;;;;;;
92;;;;;;;;;;;;;;30:100;0,01695;;;;;;XGBoost;0,01136;;;;;;;8;0,01020;no;0,01099;>=1;0,01031;;;;10 UCI Regression datasets;0,01136;;;yes;0,10000;yes;0,03226;;;Regression;0,01136;92;;;;;;;;;;1,00000;;;;;;;;;;;;;;
93;;high;0,02174;;;yes;0,04545;;;;;;;<200;0,01695;;;;;;Deep Neural Net;0,01136;;;;;;;19;0,01020;;;;;;;;MNIST (OpenML);0,01136;;;;;;;;;Image Recognition;0,01136;93;;;;;;;;;1,00000;;;;;;;;;;;;;;Loshchilov2016;
94;;high;0,02174;;;yes;0,04545;;;;;;;200:1000;0,01695;;;;;;Deep Neural Net;0,01136;;;;;;;19;0,01020;;;;;;;;MNIST (OpenML);0,01136;;;;;;;;;Image Recognition;0,01136;94;;;;1,00000;;;;;;;;;;;;;;;;;;;;
95;;high;0,02174;;;;;;;;;;;200;0,01695;;;;;;Synthetic Function;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;Branin (HPOlib);0,01136;;;;;;;;;Synthetic Function;0,01136;95;;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;;;;;Springenberg2016;
96;;high;0,02174;;;;;;;;;;;200;0,01695;;;;;;Synthetic Function;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Hartmann6d (HPOlib);0,01136;;;;;;;;;Synthetic Function;0,01136;96;;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;;;;;;
97;;high;0,02174;;;;;;;;;;;100;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;;;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;;;Image Recognition;0,01136;97;;;;;;;;;;0,50000;;;0,50000;;;;;;;;;;;
98;;high;0,02174;;;;;;;;;;;50;0,01695;;;;;;Latent Dirichlet Allocation (HPOlib);0,01136;;;;;;;3;0,01020;no;0,01099;0;0,01031;;;;wikipedia articles;0,01136;;;;;;;;;Text;0,01136;98;;;;;;;;;;0,50000;;;0,50000;;;;;;;;;;;
99;;high;0,02174;;;;;;;;;;;100;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;4;0,01020;no;0,01099;0;0,01031;;;;UniProbe;0,01136;;;;;;;;;Classification;0,01136;99;;;;;;;;0,25000;;0,25000;;0,25000;0,25000;;;;;;;;;;;
100;;high;0,02174;;;;;;;;;;;<50;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;3;0,01020;no;0,01099;0;0,01031;;;;Wine (OpenML);0,01136;;;;;;;;;Classification;0,01136;100;;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;
101;;high;0,02174;;;;;;;;;;;>50;0,01695;;;;;;SVM w/ RBF kernel;0,01136;;;;;;;3;0,01020;no;0,01099;0;0,01031;;;;Wine (OpenML);0,01136;;;;;;;;;Classification;0,01136;101;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;;;;
102;;high;0,02174;;;;;;;;;;;<50;0,01695;;;;;;Random Forest;0,01136;;;;;;;4;0,01020;no;0,01099;0;0,01031;;;;Hepatitis (OpenML);0,01136;;;;;;;;;Classification;0,01136;102;;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;
103;;high;0,02174;;;;;;;;;;;>50;0,01695;;;;;;Random Forest;0,01136;;;;;;;4;0,01020;no;0,01099;0;0,01031;;;;Hepatitis (OpenML);0,01136;;;;;;;;;Classification;0,01136;103;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;;;;
104;;high;0,02174;;;yes;0,04545;;;;;;;;;<100000;0,02439;;;;ResNet-32;0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-10;0,01136;;;;;;;;;Image Recognition;0,01136;104;;;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;
105;;high;0,02174;;;yes;0,04545;;;;;;;;;100000:250000;0,02439;;;;ResNet-33;0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-11;0,01136;;;;;;;;;Image Recognition;0,01136;105;;;;;;;;;;;;1,00000;;;;;;;;;;;;
106;;high;0,02174;;;yes;0,04545;;;;;;;;;>250000;0,02439;;;;ResNet-34;0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-12;0,01136;;;;;;;;;Image Recognition;0,01136;106;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;;only the ones that are parallelizable!;;
107;;high;0,02174;;;no;0,04545;;;;;;;;;<150000;0,02439;;;;CNN (Cuda CovNet);0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-13;0,01136;;;;;;;;;Image Recognition;0,01136;107;;;;;;;;;;;;;;0,25000;0,25000;0,25000;;0,25000;;;;;Li2018;
108;;high;0,02174;;;no;0,04545;;;;;;;;;>150000;0,02439;;;;CNN (Cuda CovNet);0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-14;0,01136;;;;;;;;;Image Recognition;0,01136;108;;;;;;;;;;;;;;0,25000;0,25000;0,25000;;0,25000;;;;;;
109;;high;0,02174;;;no;0,04545;;;;;;;;;<30000;0,02439;;;;CNN (Arch. Tuning);0,01136;;;yes;0,04167;;;10;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-15;0,01136;;;;;;;;;Image Recognition;0,01136;109;;;;;0,25000;;;;;;;;;0,25000;0,25000;0,25000;;;;;;;;
110;;high;0,02174;;;no;0,04545;;;;;;;;;30000:90000;0,02439;;;;CNN (Arch. Tuning);0,01136;;;yes;0,04167;;;10;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-16;0,01136;;;;;;;;;Image Recognition;0,01136;110;;;;;0,20000;;;;;;;;;0,20000;0,20000;0,20000;;0,20000;;;;;;
111;;high;0,02174;;;no;0,04545;;;;;;;;;>90000;0,02439;;;;CNN (Arch. Tuning);0,01136;;;yes;0,04167;;;10;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-17;0,01136;;;;;;;;;Image Recognition;0,01136;111;;;;;0,25000;;;;;;;;;0,25000;;0,25000;;0,25000;;;;;;
112;;high;0,02174;;;yes;0,04545;;;;;;;;;<60000;0,02439;;;;CNN (Cuda CovNet);0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-18;0,01136;;;;;;;;;Image Recognition;0,01136;112;;;;;1,00000;;;;;;;;;;;;;;;;;;;
113;;high;0,02174;;;yes;0,04545;;;;;;;;;60000:90000;0,02439;;;;CNN (Cuda CovNet);0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-19;0,01136;;;;;;;;;Image Recognition;0,01136;113;;;;;;;;;;;;;;;;1,00000;;;;;;;;
114;;high;0,02174;;;yes;0,04545;;;;;;;;;>90000;0,02439;;;;CNN (Cuda CovNet);0,01136;;;yes;0,04167;;;8;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-20;0,01136;;;;;;;;;Image Recognition;0,01136;114;;;;;;;;;;;;;;0,33333;;0,33333;;0,33333;;;;;;
115;;high;0,02174;;;yes;0,04545;;;;;;;;;<150000;0,02439;;;;CNN (Arch. Tuning);0,01136;;;yes;0,04167;;;10;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-21;0,01136;;;;;;;;;Image Recognition;0,01136;115;;;;;0,50000;;;;;;;;;;;0,50000;;;;;;;;
116;;high;0,02174;;;yes;0,04545;;;;;;;;;>150000;0,02439;;;;CNN (Arch. Tuning);0,01136;;;yes;0,04167;;;10;0,01020;no;0,01099;>=1;0,01031;;;;CIFAR-22;0,01136;;;;;;;;;Image Recognition;0,01136;116;;;;;0,50000;;;;;;;;;;;0,50000;;;;;;;;
117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;
118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;
119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;
121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;
123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;;;;;;;;;;;;;;;;;;;;;;;;
124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;;;;;;;;;;;;;;;;;;;;;;;;
125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;;;;;;;;;;;;;;;;;;;;;;;;
126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;;;;;;;;;;;;;;;;
127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;
128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128;;;;;;;;;;;;;;;;;;;;;;;;
129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;;;;;;;;;;;;;;;;;;;;;;;;
130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;;;;;;;;;;;;;;;;;;;;;;;;
131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;
132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;;;;;;;;;;;;;;;;;;;;;;;;
133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;;;;;;;;;;;;;;;;;;;;;;
134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;;;;;;;;;;;;;;;;;;;;;;;;
135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
